UPRN,Single_Line_Address,Postcode,Local_Authority_District,Longitude,Latitude,Planned,OCC Comment,Building Type,Building Use,Connectivity,Is Main?,Area (m²)
10093784363,"BASEMENT, 36 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2608993,51.7584051,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,99.18
100121294921,"ERTEGUN HOUSE 37A, ST. GILES, OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2607583,51.7581615,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,120.341
10093784365,"FIRST FLOOR, 36 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2608993,51.7584051,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,181.223
10013990174,"GROUND AND FIRST FLOORS, 36 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2608993,51.7584051,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,193.16
10093788016,"GROUND FLOOR, 32 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2610115,51.7586306,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,251.873
10093784364,"GROUND FLOOR, 36 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2608993,51.7584051,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,620.74
10012796751,"SECOND AND THIRD FLOORS, 36 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2608993,51.7584051,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,237.381
100121294735,"TAYLORS, 31 ST. GILES, OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2610819,51.758757,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,230.641
200004684800,"THE FLAT, 33 ST GILES', OXFORD, OX1 3LD",OX1 3LD,Oxford,-1.2610115,51.7586306,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,167.693
200001115633,"WENN TOWNSEND, 30 ST. GILES, OXFORD, OX1 3LE",OX1 3LE,Oxford,-1.2596859,51.7590629,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,305.116
200004683772,"ROYAL NAVY & ROYAL MARINES CAREERS INFORMATION OFFICE, 35 ST. GILES, OXFORD, OX1 3LJ",OX1 3LJ,Oxford,-1.2608982,51.7584681,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,106.99
10093785606,"FIRST FLOOR OFFICE, ST BENET'S HALL, 38 ST GILES', OXFORD, OX1 3LN",OX1 3LN,Oxford,-1.2607603,51.7580446,Unconfirmed commercial plans,None,Commercial Activity: Industrial Or Manufacturing,Commercial Activity: Industrial Or Manufacturing,Standalone,false,139.5
10093785605,"MASTERS FLAT, ST BENET'S HALL, 38 ST GILES', OXFORD, OX1 3LN",OX1 3LN,Oxford,-1.2607603,51.7580446,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,108.07
10090778159,"ST GILES CAFE, THIRD FLOOR, 52 ST GILES', OXFORD, OX1 3LU",OX1 3LU,Oxford,-1.2603264,51.7571068,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,228.865
200004683775,"BLACKFRIARS PRIORY, ST. GILES, OXFORD, OX1 3LY",OX1 3LY,Oxford,-1.2599516,51.7561064,Unconfirmed commercial plans,None,Sports Attraction Or Facility,Unknown,Semi-Connected,false,67.289
10012797872,"GARAGE COURT REAR OF, 61 ST GILES', OXFORD, OX1 3LZ",OX1 3LZ,Oxford,-1.2611327,51.7565274,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,45.847
200001115638,"TAYLOR INSTITUTION, ST GILES', OXFORD, OX1 3NA",OX1 3NA,Oxford,-1.2597273,51.7556464,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,45.847
100121294906,"1 WADHAM COTTAGE, PARKS ROAD, OXFORD, OX1 3PA",OX1 3PA,Oxford,-1.2554503,51.7567164,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,53.138
100121294907,"2 WADHAM COTTAGE, PARKS ROAD, OXFORD, OX1 3PA",OX1 3PA,Oxford,-1.2554916,51.7568425,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,65.969
10093786139,"HOLDER BUILDING, PARKS ROAD, OXFORD, OX1 3PH",OX1 3PH,Oxford,-1.2596221,51.7606195,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,41.229
10093786876,"HOLDER TOWER, PARKS ROAD, OXFORD, OX1 3PH",OX1 3PH,Oxford,-1.2593613,51.7607684,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,224.895
10012796823,"MEDICAL SCIENCES TEACHING CENTRE, SOUTH PARKS ROAD, OXFORD, OX1 3PL",OX1 3PL,Oxford,-1.2519915,51.7599853,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,83.542
100120848513,"WADHAM COLLEGE ROOM, 3S-3 PARKS ROAD, OXFORD, OX1 3PN",OX1 3PN,Oxford,-1.2545782,51.7560005,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,279.966
100121294787,"10 PARKS ROAD, OXFORD, OX1 3PR",OX1 3PR,Oxford,-1.2566336,51.7578837,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,62.07
10095729084,"HORSEBOX COFFEE CO, PARKS ROAD, OXFORD, OX1 3PR",OX1 3PR,Oxford,-1.2587398,51.7601456,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,100.54
10095729435,"STREET TRADER OUTSIDE THE NATURAL HISTORY MUSEUM, PARKS ROAD, OXFORD, OX1 3PW",OX1 3PW,Oxford,-1.256449,51.7586602,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,100.54
100120830051,"1 MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2569535,51.7578138,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,59.974
100120830069,"25 MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.257725,51.7575939,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,110.026
100120830071,"27 MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2577977,51.7575764,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,106.45
100120830074,"31 MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2579286,51.7575502,Unconfirmed commercial plans,None,Commercial Activity: Animal Services,Commercial Activity: Animal Services,Standalone,false,33.335
10091104218,"E P A CENTRE, LADY ABRAHAM HOUSE, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,75.505
10012799811,"FLAT 1, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,69.32
10012799817,"FLAT 1, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Unknown,Standalone,false,21.452
10012799823,"FLAT 1, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,61.4
10012799812,"FLAT 2, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,243.645
10012799818,"FLAT 2, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,251.318
10012799824,"FLAT 2, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Sports Attraction Or Facility,Unknown,Standalone,false,47.875
10012799813,"FLAT 3, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Unknown,Semi-Connected,false,38.688
10012799819,"FLAT 3, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,166.444
10012799825,"FLAT 3, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,41.455
10012799814,"FLAT 4, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,41.455
10012799820,"FLAT 4, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,50.983
10012799826,"FLAT 4, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,51.345
10012799815,"FLAT 5, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,63.905
10012799821,"FLAT 5, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,63.905
10012799827,"FLAT 5, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,30.545
10012799816,"FLAT 6, STAIRCASE 35, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573934,51.7574929,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,130.365
10012799822,"FLAT 6, STAIRCASE 36, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,34.135
10012799828,"FLAT 6, STAIRCASE 37, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.2573789,51.7574928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,34.135
10095731286,"LINCOLN HALL, MUSEUM ROAD, OXFORD, OX1 3PX",OX1 3PX,Oxford,-1.256968,51.7578139,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,false,35.162
100120830058,"14 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2578956,51.7577928,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,131.465
100120830060,"16 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2579685,51.7577663,Unconfirmed commercial plans,None,Commercial Activity: Industrial Or Manufacturing,Commercial Activity: Industrial Or Manufacturing,Standalone,true,204.554
100120830062,"18 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2580848,51.75774,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,110.134
100120830064,"20 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2581722,51.7577136,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,145.73
100120830066,"22 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2582742,51.7576783,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,122.979
100120830068,"24 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2583469,51.7576608,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,120.74
100120830070,"26 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2585064,51.7576528,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,277.35
100120830072,"28 MUSEUM ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2586084,51.7576175,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,224.724
10012798099,"GARAGE COURT REAR OF 17 TO 19, BLACKHALL ROAD, OXFORD, OX1 3QA",OX1 3QA,Oxford,-1.2584609,51.7577784,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,268.364
10002413552,"OXFORD CENTRE FOR GENE FUNCTION, OXFORD CENTRE FOR GENE FUNCTION, SOUTH PARKS ROAD, OXFORD, OX1 3QB",OX1 3QB,Oxford,-1.2539631,51.7599259,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,227.938
200004680948,"JENKINS BUILDING, 19 PARKS ROAD, OXFORD, OX1 3QD",OX1 3QD,Oxford,-1.2599078,51.761447,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,187.099
100120808212,"18 BLACKHALL ROAD, OXFORD, OX1 3QF",OX1 3QF,Oxford,-1.2581384,51.7580101,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,195.542
100120808213,"19 BLACKHALL ROAD, OXFORD, OX1 3QF",OX1 3QF,Oxford,-1.2580668,51.7579557,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,366.566
10002415745,"SITE OF 18-19, BLACKHALL ROAD, OXFORD, OX1 3QF",OX1 3QF,Oxford,-1.2580668,51.7579557,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,295.247
100121294853,"10 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.2584986,51.7599006,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,227.405
100121294854,"5 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.2588361,51.759642,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,222.109
100121294993,"8 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.2584986,51.7599006,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,180.712
100121294855,"9 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.2584986,51.7599006,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,359.611
100121294793,"ARCHAEOLOGICAL RESEARCH LABORATORY, 6 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.2587342,51.7596683,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,159.725
100121294966,"OXFORD E-RESEARCH CENTRE, 7 KEBLE ROAD, OXFORD, OX1 3QG",OX1 3QG,Oxford,-1.258647,51.7596857,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,120.305
200004681481,"BIOCHEMISTRY, SOUTH PARKS ROAD, OXFORD, OX1 3QU",OX1 3QU,Oxford,-1.2547701,51.7593106,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,173.984
100121294800,"OXFORD FORESTRY INSTITUTE, SOUTH PARKS ROAD, OXFORD, OX1 3RB",OX1 3RB,Oxford,-1.2527164,51.7590818,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,131.605
200004687983,"THE FLAT, SIR WILLIAM DUNN SCHOOL OF PATHOLOGY, SOUTH PARKS ROAD, OXFORD, OX1 3RE",OX1 3RE,Oxford,-1.2516187,51.7597491,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,165.322
200002889707,"E P A BUILDING, SOUTH PARKS ROAD, OXFORD, OX1 3RF",OX1 3RF,Oxford,-1.251698,51.7596245,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,215.546
10013991610,"LESLIE MARTIN BUILDING, SOUTH PARKS ROAD, OXFORD, OX1 3RF",OX1 3RF,Oxford,-1.2520267,51.7596079,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,136.18
100120848938,"SOUTH LODGE, SOUTH PARKS ROAD, OXFORD, OX1 3RF",OX1 3RF,Oxford,-1.2505075,51.7594813,Unconfirmed commercial plans,None,Commercial Activity: Industrial Or Manufacturing,Unknown,Standalone,false,8.252
200004685009,"HEAD PORTERS BUNGALOW, RHODES HOUSE, SOUTH PARKS ROAD, OXFORD, OX1 3RG",OX1 3RG,Oxford,-1.2549719,51.7576125,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,294.962
200004687981,"RHODES HOUSE BUNGALOW, SOUTH PARKS ROAD, OXFORD, OX1 3RG",OX1 3RG,Oxford,-1.2549719,51.7576125,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,168.499
200004680950,"RHODES HOUSE, PARKS ROAD, OXFORD, OX1 3RG",OX1 3RG,Oxford,-1.2549719,51.7576125,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,44.795
100121294802,"RHODES HOUSE, SOUTH PARKS ROAD, OXFORD, OX1 3RG",OX1 3RG,Oxford,-1.2549719,51.7576125,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,41.726
200004687982,"WARDENS LODGINGS, RHODES HOUSE, SOUTH PARKS ROAD, OXFORD, OX1 3RG",OX1 3RG,Oxford,-1.2549719,51.7576125,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,41.726
100121294805,"KINGS ARMS HOTEL, 40 HOLYWELL STREET, OXFORD, OX1 3SP",OX1 3SP,Oxford,-1.2542882,51.7551355,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,97.116
200004684980,"KINGS ARMS, HOLYWELL STREET, OXFORD, OX1 3SP",OX1 3SP,Oxford,-1.2542882,51.7551355,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,97.116
100120845388,"BATH PLACE HOTEL, 4-5, BATH PLACE, OXFORD, OX1 3SU",OX1 3SU,Oxford,-1.2530781,51.7547232,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,101.999
10095731311,"FLAT ABOVE, TURF TAVERN, 7 BATH PLACE, OXFORD, OX1 3SU",OX1 3SU,Oxford,-1.2528037,51.7546675,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,101.999
200004677710,"TURF TAVERN, 7 BATH PLACE, OXFORD, OX1 3SU",OX1 3SU,Oxford,-1.2528037,51.7546675,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,47.32
200004679514,"38A, HOLYWELL STREET, OXFORD, OX1 3SW",OX1 3SW,Oxford,-1.2539524,51.7552952,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,47.32
100121294807,"NEXT DOOR, 38 HOLYWELL STREET, OXFORD, OX1 3SW",OX1 3SW,Oxford,-1.2539524,51.7552952,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,79.639
200004675080,"THE PETER MEDAWAR BUILDING FOR PATHOGEN RESEARCH, SOUTH PARKS ROAD, OXFORD, OX1 3SY",OX1 3SY,Oxford,-1.2513335,51.7585964,Unconfirmed commercial plans,None,Residential Accommodation,Unknown,Standalone,false,25.394
200004681475,"TELEPHONE KIOSK OUTSIDE 1, SOUTH PARKS ROAD, OXFORD, OX1 3TG",OX1 3TG,Oxford,-1.2541114,51.7579577,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,405.019
100121294811,"M R C BRAIN NETWORK DYNAMICS UNIT, MANSFIELD ROAD, OXFORD, OX1 3TH",OX1 3TH,Oxford,-1.2513681,51.758255,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,56.489
10093786367,"BAM CONSTRUCTION LIMITED SITE OFFICE, BALLIOL COLLEGE SPORTS GROUND, JOWETT WALK, OXFORD, OX1 3TL",OX1 3TL,Oxford,-1.2496319,51.7563557,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,121.808
200004685013,"HOLYWELL FORD HOUSE, ST CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2453258,51.7548086,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,81.003
100120849015,"HOLYWELL FORD QUAD, ST CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2453258,51.7548086,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,62.805
100121294972,"HOLYWELL FORD, ST. CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2453258,51.7548086,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,86.537
200004687942,"MAGDALEN COLLEGE MILL HOUSE, HOLYWELL FORD, ST CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2453258,51.7548086,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,51.732
10095731583,"THE ART STUDIO THE STABLES, HOLYWELL FORD, ST CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2456331,51.7551986,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,59.833
100120849017,"THE STABLES, HOLYWELL FORD, ST CROSS ROAD, OXFORD, OX1 3TP",OX1 3TP,Oxford,-1.2455855,51.7548906,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,89.297
10012794670,"FLAT ABOVE, ST CATHERINE'S COLLEGE BOAT HOUSE, MANOR ROAD, OXFORD, OX1 3TT",OX1 3TT,Oxford,-1.246146,51.7577541,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,90.051
10002761460,"DELLAL BUILDING, BALLIOL COLLEGE HOSTEL, ST CROSS ROAD, OXFORD, OX1 3TW",OX1 3TW,Oxford,-1.2488882,51.7566477,Unconfirmed commercial plans,None,Residential Accommodation,Unknown,Standalone,false,9.3
200004681485,"PSYCHOLOGY SNACK BAR, EXPERIMENTAL PSYCHOLOGY BUILDING, SOUTH PARKS ROAD, OXFORD, OX1 3UD",OX1 3UD,Oxford,-1.253853,51.7578122,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,63.12
10090777984,"CENTRE FOR CRIMINOLOGY, MANOR ROAD BUILDING, MANOR ROAD, OXFORD, OX1 3UQ",OX1 3UQ,Oxford,-1.2467219,51.7571014,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,65.381
100121294970,"MERTON COLLEGE SPORTS PAVILION, MANOR ROAD, OXFORD, OX1 3UQ",OX1 3UQ,Oxford,-1.2425986,51.7567512,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,65.381
200004684991,"THE FLAT, MERTON COLLEGE GROUND, MANOR ROAD, OXFORD, OX1 3UQ",OX1 3UQ,Oxford,-1.2425986,51.7567512,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,139.757
200004687886,"THE FLAT, MERTON COLLEGE SPORTS GROUND, MANOR ROAD, OXFORD, OX1 3UQ",OX1 3UQ,Oxford,-1.2425234,51.7569126,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,34.74
100121386938,"BODLEIAN LAW LIBRARY, ST. CROSS BUILDING, MANOR ROAD, OXFORD, OX1 3UR",OX1 3UR,Oxford,-1.2481391,51.7572633,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,235.532
100121295134,"BIRD & BLEND TEA CO, 23 HIGH STREET, OXFORD, OX1 4AH",OX1 4AH,Oxford,-1.254969,51.7525053,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,169.785
100121295132,"OXFORD BLUE, 20 HIGH STREET, OXFORD, OX1 4AH",OX1 4AH,Oxford,-1.2551871,51.7524528,Unconfirmed commercial plans,None,Residential Accommodation,Unknown,Semi-Connected,false,25.661
100121295133,"SHOE EMBASSY, 22 HIGH STREET, OXFORD, OX1 4AH",OX1 4AH,Oxford,-1.2550417,51.7524878,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,296.574
100121295091,"SWOON GELATO, 21 HIGH STREET, OXFORD, OX1 4AH",OX1 4AH,Oxford,-1.2551144,51.7524703,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,194.853
100121295584,"TAYLORS, 19 HIGH STREET, OXFORD, OX1 4AH",OX1 4AH,Oxford,-1.2552597,51.7524442,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,156.532
200004687845,"32 HIGH STREET, OXFORD, OX1 4AN",OX1 4AN,Oxford,-1.2533258,51.7537537,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,162.865
100121295137,"FANTASTEA, 36 HIGH STREET, OXFORD, OX1 4AN",OX1 4AN,Oxford,-1.2517314,51.7529254,Unconfirmed commercial plans,None,Unknown,Unknown,Semi-Connected,false,37.136
100121295138,"HAVANA HOUSE, 37 HIGH STREET, OXFORD, OX1 4AN",OX1 4AN,Oxford,-1.2516451,51.7528888,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,144.256
100121295136,"REGINALD DAVIS LTD, 34 HIGH STREET, OXFORD, OX1 4AN",OX1 4AN,Oxford,-1.2518482,51.7528722,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,85.671
100121295139,"YOUNGMANS, 38 HIGH STREET, OXFORD, OX1 4AN",OX1 4AN,Oxford,-1.2515873,51.7528795,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,85.671
100121366910,"39-40 HIGH STREET, OXFORD, OX1 4AP",OX1 4AP,Oxford,-1.2504303,51.7527642,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,233.088
100121295140,"41 HIGH STREET, OXFORD, OX1 4AP",OX1 4AP,Oxford,-1.2503002,51.7527454,Unconfirmed commercial plans,None,Unknown,Unknown,Standalone,false,15.946
100121295578,"47 HIGH STREET, OXFORD, OX1 4AP",OX1 4AP,Oxford,-1.2498959,51.7526619,Unconfirmed commercial plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,247.298
